Sport	ns1:Id	StartTime	ns1:TotalTimeSeconds	ns1:DistanceMeters	ns1:MaximumSpeed	ns1:Calories	ns1:Value	ns1:Value2	ns1:Intensity	ns1:TriggerMethod	ns1:Time	ns1:LatitudeDegrees	ns1:LongitudeDegrees	ns1:AltitudeMeters	ns1:DistanceMeters3	ns1:Value4	ns2:Speed	ns2:AvgSpeed	ns1:Name	ns1:UnitId	ns1:ProductID	ns1:VersionMajor	ns1:VersionMinor	ns1:BuildMajor	ns1:BuildMinor	ns1:Name5	ns1:VersionMajor6	ns1:VersionMinor7	ns1:BuildMajor8	ns1:BuildMinor9	ns1:LangID	ns1:PartNumber
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:00:40.000Z	146.49	500	3.696000099	27	167	173	Active	Manual	2011-04-12T17:02:56.000Z	49.25010142	16.48813837	241.3999939	1968.060059	173	3.140000105	3.413000107	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:00:40.000Z	146.49	500	3.696000099	27	167	173	Active	Manual	2011-04-12T17:03:01.000Z	49.25023603	16.4880595	242.6000061	1984.130005	172	3.148000002	3.413000107	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:00:40.000Z	146.49	500	3.696000099	27	167	173	Active	Manual	2011-04-12T17:03:06.000Z			244.6000061	1994.680054	171	3.414000034	3.413000107	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:00:40.000Z	146.49	500	3.696000099	27	167	173	Active	Manual	2011-04-12T17:03:07.000Z	49.25041951	16.48797048	243.8000031	2005.540039	171	3.562000036	3.413000107	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:10.000Z	49.25051004	16.48792924	244.3999939	2016.050049	171	3.703000069	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:14.000Z	49.2506242	16.48788448	244.8000031	2029.160034	170	3.772000074	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:18.000Z	49.25075848	16.48783981	245.3999939	2044.430054	170	3.582000017	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:23.000Z	49.25091321	16.48778784	245.6000061	2062.070068	170	3.548000097	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:27.000Z	49.2510251	16.48773529	245.3999939	2075.100098	171	3.47300005	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:32.000Z	49.25115402	16.48763546	245	2091.179932	172	3.328000069	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:37.000Z	49.25126818	16.48749506	244.3999939	2107.469971	173	3.246000051	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:41.000Z	49.25134974	16.48736238	244.6000061	2120.75	174	3.269000053	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:45.000Z	49.25141495	16.48721343	244.8000031	2133.820068	174	3.278000116	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:50.000Z	49.25149072	16.48702291	245	2150.090088	174	3.259000063	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:54.000Z	49.25155166	16.48685661	244.8000031	2163.949951	175	3.315000057	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:03:59.000Z	49.25160279	16.48665394	244.6000061	2179.840088	174	3.308000088	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:04.000Z	49.25162869	16.48643634	244.8000031	2195.949951	175	3.220000029	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:09.000Z	49.25165559	16.48621355	244.6000061	2212.5	174	3.506000042	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:13.000Z	49.25167621	16.48605363	244.8000031	2224.370117	174	3.555000067	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:19.000Z	49.25171577	16.48576043	245	2246.159912	173	3.328000069	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:23.000Z	49.25174218	16.48558751	244.6000061	2259.120117	173	3.325000048	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:28.000Z	49.25177277	16.48537427	243.8000031	2275.02002	173	3.299000025	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:34.000Z	49.2518436	16.48516229	243	2292.389893	172	3.094000101	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:38.000Z	49.25191325	16.48502667	242.1999969	2304.969971	173	3.009000063	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:43.000Z	49.25201031	16.48486423	242.3999939	2321	173	3.061000109	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:48.000Z	49.2521052	16.48469358	242.6000061	2337.300049	173	3.177000046	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:53.000Z	49.2522088	16.48453407	242.1999969	2353.669922	174	3.232000113	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:04:58.000Z	49.2523093	16.48438009	241.1999969	2369.540039	175	3.236000061	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:04.000Z	49.25243159	16.48421522	239.1999969	2387.679932	174	3.219000101	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:09.000Z	49.25251616	16.48403686	238.1999969	2403.75	174	3.138000011	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:14.000Z	49.25258808	16.48384927	239.1999969	2419.570068	173	3.052000046	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:18.000Z	49.25265145	16.48371063	239.6000061	2431.879883	173	3.111000061	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:23.000Z	49.25273602	16.48352883	240	2448.139893	172	3.210000038	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:28.000Z	49.25280844	16.48334325	240	2463.870117	171	3.200000048	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:32.000Z	49.25286485	16.48320436	240	2475.77002	171	3.09100008	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:36.000Z	49.2529257	16.48306271	239.8000031	2488.100098	172	3.071000099	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:03:08.000Z	154.68	500	3.851000071	31	173	175	Active	Manual	2011-04-12T17:05:41.000Z	49.25300265	16.48290102	239.6000061	2502.639893	171	3.028000116	3.232000113	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:05:45.000Z	49.25307079	16.48279382	239.6000061	2513.530029	171	2.911000013	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:05:48.000Z	49.25313684	16.48272693	239.8000031	2522.350098	171	2.842000008	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:05:52.000Z	49.25323164	16.48264772	239.8000031	2534.379883	172	2.871000051	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:05:57.000Z	49.25335553	16.48257153	240.1999969	2549.26001	173	2.944000006	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:02.000Z	49.25349047	16.48249442	240.1999969	2565.300049	173	3.032000065	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:07.000Z	49.25362743	16.48241227	240.6000061	2581.659912	172	3.144000053	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:11.000Z	49.25373464	16.4823593	241	2594.189941	172	3.249000072	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:16.000Z	49.25387713	16.48230633	241.1999969	2610.52002	173	3.285000086	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:21.000Z	49.25401862	16.48226894	241.6000061	2626.5	174	3.278000116	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:26.000Z	49.25416153	16.48224841	241.8000031	2642.449951	175	3.467000008	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:31.000Z	49.25430997	16.48223198	241.6000061	2659.030029	176	3.47300005	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:36.000Z	49.25446143	16.48220424	241	2676	175	3.299000025	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:41.000Z	49.25461549	16.48216551	240.6000061	2693.360107	175	3.391000032	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:46.000Z	49.25476436	16.48211824	240.1999969	2710.280029	175	3.414000034	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:50.000Z	49.2548786	16.48208035	239.8000031	2723.280029	175	3.354000092	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:06:55.000Z	49.25502394	16.48203534	239.3999939	2739.790039	176	3.328000069	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:01.000Z	49.25519695	16.48199603	239.6000061	2759.25	175	3.282000065	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:06.000Z	49.2553448	16.48196569	240	2775.840088	174	3.585000038	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:10.000Z	49.25546885	16.48193618	240.1999969	2789.800049	173	3.611000061	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:15.000Z	49.25560959	16.48188899	240.3999939	2805.840088	174	3.578000069	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:20.000Z	49.25575258	16.4818439	240.8000031	2822.080078	174	3.236000061	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:25.000Z	49.25589809	16.4818035	240.8000031	2838.530029	175	3.22300005	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:30.000Z	49.25604972	16.48176326	240.6000061	2855.629883	175	3.375	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:34.000Z	49.25616983	16.48172253	240.1999969	2869.340088	175	3.410000086	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:38.000Z	49.25628441	16.48165958	239.8000031	2882.870117	176	3.407000065	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:42.000Z	49.25639925	16.48157836	240	2896.949951	176	3.424000025	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:46.000Z	49.2565005	16.48150091	240.3999939	2909.560059	176	3.378000021	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:51.000Z	49.25663738	16.48139723	240.8000031	2926.560059	177	3.367000103	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:07:56.000Z	49.25675657	16.48126412	241.6000061	2943.129883	177	3.322000027	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:08:00.000Z	49.25685162	16.48115457	242.1999969	2956.389893	176	3.299000025	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:08:05.000Z	49.25696326	16.48101082	242.6000061	2972.669922	176	3.246000051	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:08:10.000Z	49.25706896	16.48087386	242.8000031	2988.110107	177	3.176000118	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:08:14.000Z	49.25715446	16.4807514	243.1999969	3001.129883	176	3.190000057	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:05:42.000Z	153.56	500	3.624000072	31	175	177	Active	Manual	2011-04-12T17:08:15.000Z	49.25717273	16.48072684	243.3999939	3003.860107	176	3.177000046	3.256000042	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:08:15.000Z	172.52	500	3.84800005	31	160	176	Active	Manual	2011-04-12T17:08:20.000Z	49.25727583	16.48056247	244.1999969	3020.419922	175	3.193000078	2.898000002	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:08:15.000Z	172.52	500	3.84800005	31	160	176	Active	Manual	2011-04-12T17:08:24.000Z	49.25736241	16.48043381	244.6000061	3033.889893	175	3.325000048	2.898000002	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:08:15.000Z	172.52	500	3.84800005	31	160	176	Active	Manual	2011-04-12T17:08:29.000Z	49.2574837	16.48027514	245	3051.679932	174	3.380000114	2.898000002	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:08:15.000Z	172.52	500	3.84800005	31	160	176	Active	Manual	2011-04-12T17:08:33.000Z	49.25757833	16.48015385	245.1999969	3065.419922	174	3.469000101	2.898000002	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:08:15.000Z	172.52	500	3.84800005	31	160	176	Active	Manual	2011-04-12T17:08:37.000Z	49.25767916	16.48002729	244.8000031	3080.030029	175	3.496000051	2.898000002	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:08:15.000Z	172.52	500	3.84800005	31	160	176	Active	Manual	2011-04-12T17:08:42.000Z	49.25777773	16.4798977	244.1999969	3094.52002	174	3.312000036	2.898000002	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
Other	2011-04-12T16:51:32.000Z	2011-04-12T17:08:15.000Z	172.52	500	3.84800005	31	160	176	Active	Manual	2011-04-12T17:08:49.000Z	49.25787446	16.47976611	243.6000061	3108.870117	171	2.480000019	2.898000002	Garmin Forerunner 110	3812477525	1124	2	40	0	0	Garmin Connect API	0	0	0	0	en	GAR-MINCN-CT
